jelo,kategorija,cijena,datum
Hamburger,Ručak,4.0,2018-08-20 18:44:00
Engleska salata 100g,Salata,2.0,2018-10-08 15:29:43
Ćevapi velika porcija,Roštilj,6.5,2018-02-03 11:45:19
Ćevapi mala porcija,Roštilj,3.0,2018-10-10 03:17:10
Ćevapi mala porcija,Roštilj,3.0,2018-11-21 09:09:45
Engleska salata 100g,Salata,2.0,2018-11-11 22:03:17
Vijetnamski som 200g,Posno,12.0,2018-05-13 13:44:14
Pileće krpice,Roštilj,6.0,2018-03-24 15:47:24
Voćni sendvič,Sendvič,3.0,2018-08-11 13:05:27
Kapućino,Kafa,2.0,2018-02-21 16:10:01
Roštiljska kobasica,Roštilj,3.0,2018-09-06 19:37:42
Riblja čorba,Posno,6.0,2018-09-24 23:12:09
Bijelo Vino,Piće,15.0,2018-09-16 07:10:49
Čizburger,Ručak,4.5,2018-04-13 05:18:59
Omlet,Doručak,3.5,2018-07-06 14:27:33
Omlet sa sirom,Doručak,4.0,2018-07-11 09:35:38
Šiš ćevapi,Roštilj,4.0,2018-12-18 11:08:38
Omlet sa povrćem,Doručak,4.0,2018-09-14 10:47:20
Engleska salata 100g,Salata,2.0,2018-06-20 22:15:55
Kapućino,Kafa,2.0,2018-06-24 14:02:12
Bijelo Vino,Piće,15.0,2018-04-23 14:09:49
Vijetnamski som 200g,Posno,12.0,2018-07-03 11:02:56
Bijelo Vino,Piće,15.0,2018-08-09 22:44:05
Omlet,Doručak,3.5,2018-11-11 08:09:51
Voćni sendvič,Sendvič,3.0,2018-02-01 10:25:41
Pileći file,Roštilj,5.0,2018-07-18 12:09:41
Hercegovačko vino,Piće,20.0,2018-11-08 03:47:13
Pastrmka 200g,Posno,7.0,2018-08-15 22:16:57
Oslić 200g,Posno,6.0,2018-07-28 07:03:11
Ruska salata 100g,Salata,2.0,2018-11-29 22:45:29
Jaja i kobasica,Doručak,5.0,2018-06-30 07:42:22
Bijelo Vino,Piće,15.0,2018-05-14 07:05:33
Ćevapi srednja porcija,Roštilj,5.0,2018-11-14 18:58:07
Kafa,Kafa,2.0,2018-10-08 01:03:59
Ćevapi velika porcija,Roštilj,6.5,2018-11-28 00:23:36
Crno Vino,Piće,18.0,2018-05-20 13:16:49
Pastrmka 200g,Posno,7.0,2018-05-04 16:47:13
Cedevita,Piće,3.0,2018-12-02 23:10:47
Roštiljska kobasica,Roštilj,3.0,2018-06-23 05:06:40
Fruit smoothie 3,Smoothie,3.0,2018-05-23 11:05:16
Pileći file,Roštilj,5.0,2018-07-15 12:09:44
Čaj,Piće,1.5,2018-02-12 23:52:33
Fruit smoothie 1,Smoothie,3.0,2018-06-26 12:31:04
Pastrmka 200g,Posno,7.0,2018-06-26 19:08:18
Jabuka,Piće,2.0,2018-08-20 04:47:21
Gurmanski hamburger,Ručak,7.0,2018-12-16 09:54:56
Doručak specijal,Doručak,6.0,2018-09-23 22:41:50
Jabuka,Piće,2.0,2018-05-27 19:41:39
Omlet sa slaninom,Doručak,5.0,2018-05-22 14:44:23
Fruit smoothie 3,Smoothie,3.0,2018-03-24 11:06:15
Vijetnamski som 200g,Posno,12.0,2018-08-29 17:51:14
Engleska salata 100g,Salata,2.0,2018-08-30 03:58:21
Voćni sendvič,Sendvič,3.0,2018-01-14 02:10:54
Lignje 300g,Posno,8.0,2018-08-17 23:37:25
Čaj,Piće,1.5,2018-10-18 17:27:16
Šiš ćevapi,Roštilj,4.0,2018-03-15 04:20:20
Domaća čorba,Ručak,5.0,2018-05-02 14:11:38
Ruska salata 100g,Salata,2.0,2018-10-15 09:52:02
Roštiljska kobasica,Roštilj,3.0,2018-05-25 20:05:28
Šiš ćevapi,Roštilj,4.0,2018-08-13 13:01:34
Ćevapi mala porcija,Roštilj,3.0,2018-10-14 08:36:21
Indeks sendvič,Sendvič,2.0,2018-02-26 10:20:57
Domaća čorba,Ručak,5.0,2018-02-02 03:09:50
Ruska salata 200g,Salata,4.0,2018-07-10 10:07:50
Pastrmka 200g,Posno,7.0,2018-06-01 19:07:52
Lignje 300g,Posno,8.0,2018-09-01 13:50:22
Crno Vino,Piće,18.0,2018-04-18 00:17:59
Jagoda,Piće,2.0,2018-01-17 07:04:36
Ruska salata 200g,Salata,4.0,2018-03-30 01:36:23
Roštiljska kobasica,Roštilj,3.0,2018-12-04 19:05:36
Pastrmka 200g,Posno,7.0,2018-03-04 15:06:39
Ćevapi srednja porcija,Roštilj,5.0,2018-02-22 05:34:47
Ćevapi velika porcija,Roštilj,6.5,2018-08-01 11:43:24
Jabuka,Piće,2.0,2018-04-04 19:10:01
Pastrmka 200g,Posno,7.0,2018-10-02 11:30:59
Omlet sa povrćem,Doručak,4.0,2018-10-12 20:05:16
Ćevapi mala porcija,Roštilj,3.0,2018-01-25 21:08:40
Kupus salata 100g,Salata,1.0,2018-11-08 13:24:28
Omlet sa povrćem,Doručak,4.0,2018-07-18 19:50:30
Ćevapi mala porcija,Roštilj,3.0,2018-08-14 07:21:53
Luk,Salata,1.0,2018-07-25 07:41:20
Crno Vino,Piće,18.0,2018-04-28 03:23:28
Kafa,Kafa,2.0,2018-08-02 22:44:50
Doručak specijal,Doručak,6.0,2018-03-28 15:10:23
Lignje 300g,Posno,8.0,2018-11-11 01:05:27
Ćevapi mala porcija,Roštilj,3.0,2018-03-08 10:22:42
Ćevapi srednja porcija,Roštilj,5.0,2018-11-22 23:02:24
Hercegovačko vino,Piće,20.0,2018-11-17 08:28:42
Indeks sendvič,Sendvič,2.0,2018-12-09 05:11:22
Ćevapi mala porcija,Roštilj,3.0,2018-03-21 17:59:52
Ruska salata 100g,Salata,2.0,2018-11-20 06:20:37
Kola,Piće,2.0,2018-02-23 18:57:09
Čizburger,Ručak,4.5,2018-03-01 10:31:17
Čizburger,Ručak,4.5,2018-11-01 15:56:49
Oslić 300g,Posno,8.0,2018-05-19 07:24:23
Fruit smoothie 1,Smoothie,3.0,2018-03-05 06:42:24
Čizburger,Ručak,4.5,2018-08-11 21:14:45
Jabuka,Piće,2.0,2018-02-16 12:04:16
Jaja i kobasica,Doručak,5.0,2018-07-25 15:33:35
Gurmanski hamburger,Ručak,7.0,2018-06-17 10:18:13
Jagoda,Piće,2.0,2018-09-02 00:23:42
Pileće krpice,Roštilj,6.0,2018-12-15 01:16:34
Hercegovačko vino,Piće,20.0,2018-05-12 03:48:19
Pileće krpice,Roštilj,6.0,2018-08-18 07:15:34
Crno Vino,Piće,18.0,2018-07-01 13:05:29
Hercegovačko vino,Piće,20.0,2018-10-15 02:16:44
Kola,Piće,2.0,2018-10-31 22:57:41
Šiš ćevapi,Roštilj,4.0,2018-03-10 04:01:30
Kapućino,Kafa,2.0,2018-02-06 09:57:43
Ćevapi mala porcija,Roštilj,3.0,2018-12-17 00:32:51
Omlet sa sirom,Doručak,4.0,2018-03-02 20:26:39
Jagoda,Piće,2.0,2018-04-30 14:14:16
Kapućino,Kafa,2.0,2018-08-10 17:17:13
Fruit smoothie 3,Smoothie,3.0,2018-03-27 10:55:51
Pastrmka 200g,Posno,7.0,2018-03-02 16:23:10
Gurmanski hamburger,Ručak,7.0,2018-08-15 11:42:40
Jabuka,Piće,2.0,2018-04-11 10:47:57
Kupus salata 100g,Salata,1.0,2018-08-06 15:11:24
Crno Vino,Piće,18.0,2018-02-23 12:06:18
Kafa,Kafa,2.0,2018-08-24 12:27:09
Kupus salata 100g,Salata,1.0,2018-09-06 04:40:43
Šiš ćevapi,Roštilj,4.0,2018-03-14 08:38:59
Kola,Piće,2.0,2018-11-29 03:00:45
Hamburger,Ručak,4.0,2018-09-03 23:51:58
Crno Vino,Piće,18.0,2018-10-15 01:11:35
Fruit smoothie 1,Smoothie,3.0,2018-11-08 16:59:35
Vijetnamski som 200g,Posno,12.0,2018-09-14 22:12:14
Ruska salata 200g,Salata,4.0,2018-04-04 08:04:00
Kupus salata 100g,Salata,1.0,2018-04-14 15:12:19
Omlet sa slaninom,Doručak,5.0,2018-03-18 21:22:42
Domaća čorba,Ručak,5.0,2018-05-03 21:22:54
Čizburger,Ručak,4.5,2018-10-22 08:50:13
Doručak specijal,Doručak,6.0,2018-07-29 16:23:24
Kapućino,Kafa,2.0,2018-03-15 15:13:43
Luk,Salata,1.0,2018-12-19 19:26:20
Pileći file,Roštilj,5.0,2018-12-14 13:04:21
Ćevapi velika porcija,Roštilj,6.5,2018-10-15 16:30:12
Domaća čorba,Ručak,5.0,2018-03-23 20:06:03
Doručak specijal,Doručak,6.0,2018-11-15 04:19:28
Oslić 300g,Posno,8.0,2018-01-09 23:01:57
Indeks sendvič,Sendvič,2.0,2018-01-10 20:33:21
Indeks sendvič,Sendvič,2.0,2018-07-14 10:16:12
Bijelo Vino,Piće,15.0,2018-12-25 02:30:44
Omlet,Doručak,3.5,2018-07-15 18:01:46
Kupus salata 100g,Salata,1.0,2018-08-12 23:02:35
Hercegovačko vino,Piće,20.0,2018-11-02 12:12:07
Kafa,Kafa,2.0,2018-04-07 07:14:04
Kupus salata 100g,Salata,1.0,2018-01-26 23:34:01
Oslić 200g,Posno,6.0,2018-05-09 01:04:46
Omlet sa slaninom,Doručak,5.0,2018-11-21 22:39:42
Oslić 200g,Posno,6.0,2018-04-24 00:14:49
Kupus salata 100g,Salata,1.0,2018-08-07 05:28:33
Jagoda,Piće,2.0,2018-02-17 18:39:11
Ruska salata 100g,Salata,2.0,2018-02-25 01:03:00
Dupli čizburger,Ručak,6.0,2018-04-05 12:46:32
Omlet sa povrćem,Doručak,4.0,2018-08-27 01:11:45
Omlet,Doručak,3.5,2018-11-03 00:18:35
Pastrmka 200g,Posno,7.0,2018-01-06 08:20:43
Fruit smoothie 2,Smoothie,3.0,2018-11-30 18:23:53
Čaj,Piće,1.5,2018-11-05 13:29:19
Omlet,Doručak,3.5,2018-06-04 08:51:58
Ruska salata 200g,Salata,4.0,2018-09-12 17:49:32
Luk,Salata,1.0,2018-01-08 09:40:47
Kupus salata 100g,Salata,1.0,2018-06-30 10:35:55
Ćevapi srednja porcija,Roštilj,5.0,2018-04-23 02:11:47
Engleska salata 100g,Salata,2.0,2018-07-04 20:06:13
Vijetnamski som 200g,Posno,12.0,2018-12-19 17:15:49
Riblja čorba,Posno,6.0,2018-08-17 04:02:45
Ćevapi velika porcija,Roštilj,6.5,2018-07-20 09:45:44
Kola,Piće,2.0,2018-12-16 10:51:30
Roštiljska kobasica,Roštilj,3.0,2018-11-03 14:13:45
Crno Vino,Piće,18.0,2018-10-16 16:33:24
Hamburger,Ručak,4.0,2018-03-22 08:43:38
Indeks sendvič,Sendvič,2.0,2018-03-21 18:31:04
Omlet sa slaninom,Doručak,5.0,2018-07-16 22:32:24
Oslić 200g,Posno,6.0,2018-10-30 22:39:23
Ćevapi srednja porcija,Roštilj,5.0,2018-09-14 18:36:14
Jagoda,Piće,2.0,2018-05-16 18:13:58
Dupli čizburger,Ručak,6.0,2018-01-15 18:49:30
Omlet,Doručak,3.5,2018-03-19 23:04:43
Pileći file,Roštilj,5.0,2018-05-28 09:35:15
Indeks sendvič,Sendvič,2.0,2018-05-19 01:47:14
Crno Vino,Piće,18.0,2018-07-09 03:42:36
Bijelo Vino,Piće,15.0,2018-06-05 10:32:26
Kola,Piće,2.0,2018-09-22 15:14:43
Riblja čorba,Posno,6.0,2018-11-24 14:34:38
Kola,Piće,2.0,2018-01-05 17:49:30
Kafa,Kafa,2.0,2018-11-13 09:24:31
Ćevapi mala porcija,Roštilj,3.0,2018-06-07 16:00:34
Kafa,Kafa,2.0,2018-01-27 15:16:42
Ruska salata 100g,Salata,2.0,2018-12-10 19:51:16
Crno Vino,Piće,18.0,2018-07-15 02:14:09
Hamburger,Ručak,4.0,2018-06-13 10:24:48
Jaja i kobasica,Doručak,5.0,2018-05-22 20:22:31
Voćni sendvič,Sendvič,3.0,2018-01-31 12:16:18
Omlet,Doručak,3.5,2018-09-29 06:05:49
Pileći file,Roštilj,5.0,2018-10-27 23:42:50
Voćni sendvič,Sendvič,3.0,2018-05-19 20:12:07
Omlet sa povrćem,Doručak,4.0,2018-07-02 09:41:05
Ćevapi srednja porcija,Roštilj,5.0,2018-05-06 13:51:32
Riblja čorba,Posno,6.0,2018-09-20 10:01:51
Ćevapi velika porcija,Roštilj,6.5,2018-04-04 08:39:10
Doručak specijal,Doručak,6.0,2018-04-30 20:29:06
Fruit smoothie 2,Smoothie,3.0,2018-10-04 20:28:40
Kapućino,Kafa,2.0,2018-11-21 20:50:58
Vijetnamski som 200g,Posno,12.0,2018-11-29 09:34:11
Engleska salata 100g,Salata,2.0,2018-01-19 11:45:43
Omlet sa povrćem,Doručak,4.0,2018-03-26 19:44:45
Omlet,Doručak,3.5,2018-06-01 20:04:34
Indeks sendvič,Sendvič,2.0,2018-09-19 15:08:46
Ćevapi mala porcija,Roštilj,3.0,2018-11-20 07:17:20
Riblja čorba,Posno,6.0,2018-07-28 11:33:41
Kupus salata 100g,Salata,1.0,2018-11-19 05:28:23
Dupli čizburger,Ručak,6.0,2018-01-16 04:34:15
Indeks sendvič,Sendvič,2.0,2018-07-12 01:58:39
Lignje 300g,Posno,8.0,2018-03-20 19:22:53
Pileće krpice,Roštilj,6.0,2018-06-02 07:37:48
Omlet sa slaninom,Doručak,5.0,2018-12-30 09:04:43
Šiš ćevapi,Roštilj,4.0,2018-08-29 12:31:37
Engleska salata 100g,Salata,2.0,2018-06-14 07:44:33
Čaj,Piće,1.5,2018-06-14 22:55:38
Jaja i kobasica,Doručak,5.0,2018-06-08 03:37:55
Fruit smoothie 3,Smoothie,3.0,2018-02-13 17:12:45
Fruit smoothie 2,Smoothie,3.0,2018-07-30 20:39:55
Indeks sendvič,Sendvič,2.0,2018-03-28 08:07:55
Ruska salata 200g,Salata,4.0,2018-03-27 03:29:01
Pileće krpice,Roštilj,6.0,2018-11-10 11:12:21
Čaj,Piće,1.5,2018-11-14 05:42:05
Ćevapi srednja porcija,Roštilj,5.0,2018-08-15 23:18:16
Kapućino,Kafa,2.0,2018-01-18 17:45:44
Dupli čizburger,Ručak,6.0,2018-06-11 06:40:40
Doručak specijal,Doručak,6.0,2018-12-14 13:34:11
Doručak specijal,Doručak,6.0,2018-03-22 19:14:44
Omlet sa sirom,Doručak,4.0,2018-10-11 10:16:49
Indeks sendvič,Sendvič,2.0,2018-06-19 10:24:44
Ćevapi mala porcija,Roštilj,3.0,2018-03-12 23:55:04
Riblja čorba,Posno,6.0,2018-12-13 12:59:08
Fruit smoothie 3,Smoothie,3.0,2018-01-11 08:47:14
Kapućino,Kafa,2.0,2018-07-15 16:47:01
Vijetnamski som 200g,Posno,12.0,2018-05-22 16:23:14
Oslić 200g,Posno,6.0,2018-11-06 05:54:56
Gurmanski hamburger,Ručak,7.0,2018-08-07 19:06:49
Ruska salata 200g,Salata,4.0,2018-10-02 22:31:59
Pileće krpice,Roštilj,6.0,2018-12-22 11:10:03
Domaća čorba,Ručak,5.0,2018-08-26 04:26:17
Pastrmka 200g,Posno,7.0,2018-02-18 12:45:53
Fruit smoothie 1,Smoothie,3.0,2018-08-19 07:21:45
Hamburger,Ručak,4.0,2018-06-25 00:31:52
Indeks sendvič,Sendvič,2.0,2018-01-17 14:01:55
Vijetnamski som 200g,Posno,12.0,2018-06-22 10:23:29
Oslić 200g,Posno,6.0,2018-04-27 08:33:21
Riblja čorba,Posno,6.0,2018-11-29 18:49:27
Luk,Salata,1.0,2018-10-04 15:12:46
Fruit smoothie 2,Smoothie,3.0,2018-10-10 21:44:55
Riblja čorba,Posno,6.0,2018-03-10 21:03:44
Gurmanski hamburger,Ručak,7.0,2018-05-16 03:27:16
Jabuka,Piće,2.0,2018-11-19 15:05:17
Jabuka,Piće,2.0,2018-09-06 22:12:54
Omlet,Doručak,3.5,2018-07-28 16:20:11
Kapućino,Kafa,2.0,2018-10-06 11:30:11
Omlet,Doručak,3.5,2018-02-06 11:40:41
Dupli čizburger,Ručak,6.0,2018-12-28 11:33:40
Kafa,Kafa,2.0,2018-05-30 12:11:07
Ruska salata 100g,Salata,2.0,2018-05-25 21:47:54
Ruska salata 100g,Salata,2.0,2018-02-03 16:29:44
Ćevapi srednja porcija,Roštilj,5.0,2018-12-24 07:23:40
Indeks sendvič,Sendvič,2.0,2018-06-30 13:06:19
Pileće krpice,Roštilj,6.0,2018-01-11 21:06:48
Jaja i kobasica,Doručak,5.0,2018-06-21 16:02:25
Kafa,Kafa,2.0,2018-01-27 16:21:27
Omlet,Doručak,3.5,2018-02-22 04:16:02
Ćevapi srednja porcija,Roštilj,5.0,2018-11-13 16:59:50
Crno Vino,Piće,18.0,2018-04-07 10:04:26
Indeks sendvič,Sendvič,2.0,2018-02-07 14:44:09
Kafa,Kafa,2.0,2018-12-20 19:06:42
Omlet,Doručak,3.5,2018-11-29 03:32:29
Fruit smoothie 3,Smoothie,3.0,2018-10-28 14:05:09
Kupus salata 100g,Salata,1.0,2019-01-01 10:02:42
Kafa,Kafa,2.0,2018-08-31 03:35:53
Voćni sendvič,Sendvič,3.0,2018-07-28 20:48:45
Ćevapi velika porcija,Roštilj,6.5,2018-02-11 23:00:43
Pastrmka 200g,Posno,7.0,2018-10-26 12:09:35
Lignje 300g,Posno,8.0,2018-09-01 00:53:04
Ruska salata 100g,Salata,2.0,2018-09-05 23:45:29
Hamburger,Ručak,4.0,2018-08-14 12:28:45
Fruit smoothie 1,Smoothie,3.0,2018-10-30 06:32:23
Pileće krpice,Roštilj,6.0,2018-02-16 20:35:05
Jabuka,Piće,2.0,2018-09-04 22:59:14
Pileće krpice,Roštilj,6.0,2018-03-09 06:12:33
Kapućino,Kafa,2.0,2018-05-21 01:06:26
Ćevapi velika porcija,Roštilj,6.5,2018-10-31 01:13:42
Oslić 300g,Posno,8.0,2018-04-28 23:37:47
Fruit smoothie 2,Smoothie,3.0,2018-05-22 22:38:17
Oslić 300g,Posno,8.0,2018-07-11 10:47:43
Fruit smoothie 1,Smoothie,3.0,2018-10-29 06:36:05
Čizburger,Ručak,4.5,2018-10-02 12:36:38
Voćni sendvič,Sendvič,3.0,2018-06-02 11:00:35
Kupus salata 100g,Salata,1.0,2018-04-02 23:31:51
Pileće krpice,Roštilj,6.0,2018-07-11 17:47:41
Fruit smoothie 3,Smoothie,3.0,2018-08-13 14:26:57
Ćevapi mala porcija,Roštilj,3.0,2018-05-20 23:09:15
Ćevapi srednja porcija,Roštilj,5.0,2018-11-11 19:09:00
Jabuka,Piće,2.0,2018-01-01 16:06:49
Crno Vino,Piće,18.0,2018-09-16 05:58:38
Hamburger,Ručak,4.0,2018-04-03 04:35:41
Ruska salata 100g,Salata,2.0,2018-04-25 13:25:23
Omlet,Doručak,3.5,2018-07-23 09:42:26
Indeks sendvič,Sendvič,2.0,2018-09-30 08:21:27
Indeks sendvič,Sendvič,2.0,2018-08-21 11:33:25
Hamburger,Ručak,4.0,2018-06-29 01:45:29
Omlet sa slaninom,Doručak,5.0,2018-08-06 01:04:09
Omlet sa povrćem,Doručak,4.0,2018-07-10 09:29:19
Ćevapi srednja porcija,Roštilj,5.0,2018-11-14 10:54:14
Doručak specijal,Doručak,6.0,2018-07-22 09:03:31
Kafa,Kafa,2.0,2018-10-03 07:14:51
Ćevapi srednja porcija,Roštilj,5.0,2018-09-04 17:35:44
Bijelo Vino,Piće,15.0,2018-03-22 23:46:02
Lignje 300g,Posno,8.0,2018-02-07 18:06:54
Luk,Salata,1.0,2018-06-08 16:54:28
Čaj,Piće,1.5,2018-05-23 12:18:06
Hercegovačko vino,Piće,20.0,2018-08-07 00:15:05
Šiš ćevapi,Roštilj,4.0,2018-05-05 23:23:23
Jabuka,Piće,2.0,2018-07-05 10:19:37
Lignje 300g,Posno,8.0,2018-05-14 00:11:04
Oslić 200g,Posno,6.0,2018-01-24 19:59:49
Ćevapi velika porcija,Roštilj,6.5,2018-06-06 02:51:00
Indeks sendvič,Sendvič,2.0,2018-02-08 02:09:36
Kapućino,Kafa,2.0,2018-09-25 02:21:12
Jaja i kobasica,Doručak,5.0,2018-07-10 17:55:37
Engleska salata 100g,Salata,2.0,2018-02-06 08:13:36
Jabuka,Piće,2.0,2018-01-21 16:46:27
Ćevapi velika porcija,Roštilj,6.5,2018-01-15 15:32:29
Jaja i kobasica,Doručak,5.0,2018-03-20 10:10:51
Doručak specijal,Doručak,6.0,2018-07-28 14:22:31
Crno Vino,Piće,18.0,2018-03-13 05:46:56
Indeks sendvič,Sendvič,2.0,2018-05-15 14:33:06
Fruit smoothie 3,Smoothie,3.0,2018-09-26 12:05:47
Omlet sa povrćem,Doručak,4.0,2018-10-05 07:28:28
Lignje 300g,Posno,8.0,2018-06-16 12:40:05
Omlet sa povrćem,Doručak,4.0,2018-01-17 06:49:07
Roštiljska kobasica,Roštilj,3.0,2018-05-15 18:13:35
Jagoda,Piće,2.0,2018-02-26 00:44:12
Ruska salata 200g,Salata,4.0,2018-12-17 06:03:45
Ruska salata 200g,Salata,4.0,2018-08-12 11:56:43
Dupli čizburger,Ručak,6.0,2018-10-01 22:22:39
Domaća čorba,Ručak,5.0,2018-03-25 22:46:04
Šiš ćevapi,Roštilj,4.0,2018-12-24 17:28:37
Luk,Salata,1.0,2018-12-08 20:45:50
Kafa,Kafa,2.0,2018-07-12 00:08:49
Ćevapi srednja porcija,Roštilj,5.0,2018-05-06 01:43:20
Omlet sa sirom,Doručak,4.0,2018-08-21 08:54:20
Gurmanski hamburger,Ručak,7.0,2018-07-01 22:59:06
Ćevapi srednja porcija,Roštilj,5.0,2018-06-18 07:42:58
Indeks sendvič,Sendvič,2.0,2018-01-09 03:24:35
Hercegovačko vino,Piće,20.0,2018-01-06 14:30:52
Voćni sendvič,Sendvič,3.0,2018-11-09 13:29:15
Pileće krpice,Roštilj,6.0,2018-12-21 06:04:15
Omlet,Doručak,3.5,2018-10-05 16:25:31
Riblja čorba,Posno,6.0,2018-08-13 15:57:41
Crno Vino,Piće,18.0,2018-07-31 09:21:19
Omlet sa povrćem,Doručak,4.0,2018-08-12 16:16:25
Bijelo Vino,Piće,15.0,2018-12-27 03:52:14
Šiš ćevapi,Roštilj,4.0,2018-01-16 14:20:09
Kapućino,Kafa,2.0,2018-06-16 04:50:57
Ćevapi mala porcija,Roštilj,3.0,2018-07-05 13:43:45
Oslić 300g,Posno,8.0,2018-05-12 15:51:31
Jabuka,Piće,2.0,2018-10-23 18:41:27
Hamburger,Ručak,4.0,2018-04-07 03:35:28
Vijetnamski som 200g,Posno,12.0,2018-03-30 02:29:35
Fruit smoothie 3,Smoothie,3.0,2018-01-04 15:43:19
Pileći file,Roštilj,5.0,2018-09-18 10:57:03
Oslić 200g,Posno,6.0,2018-04-13 13:59:49
Fruit smoothie 3,Smoothie,3.0,2018-05-11 17:43:14
Crno Vino,Piće,18.0,2018-08-26 15:29:25
Ruska salata 200g,Salata,4.0,2018-10-04 14:39:22
Cedevita,Piće,3.0,2018-03-01 12:37:42
Jaja i kobasica,Doručak,5.0,2018-04-20 15:47:00
Omlet sa slaninom,Doručak,5.0,2018-11-24 21:28:08
Ruska salata 200g,Salata,4.0,2018-08-13 20:27:59
Fruit smoothie 3,Smoothie,3.0,2018-11-16 13:47:59
Ruska salata 200g,Salata,4.0,2018-04-28 12:27:12
Pastrmka 200g,Posno,7.0,2018-06-30 08:23:51
Luk,Salata,1.0,2018-04-01 11:55:30
Hamburger,Ručak,4.0,2018-05-16 05:39:50
Cedevita,Piće,3.0,2018-07-15 04:00:33
Ruska salata 200g,Salata,4.0,2018-05-16 04:27:35
Omlet sa slaninom,Doručak,5.0,2018-03-18 14:00:45
Pileće krpice,Roštilj,6.0,2018-10-10 18:00:59
Omlet,Doručak,3.5,2018-02-24 18:33:54
Hercegovačko vino,Piće,20.0,2018-09-17 06:06:02
Jagoda,Piće,2.0,2018-09-07 18:46:05
Kupus salata 100g,Salata,1.0,2018-04-16 04:46:17
Fruit smoothie 1,Smoothie,3.0,2018-03-18 23:25:44
Voćni sendvič,Sendvič,3.0,2018-08-07 22:36:18
Hercegovačko vino,Piće,20.0,2018-03-29 21:24:59
Hamburger,Ručak,4.0,2018-07-30 18:07:05
Čaj,Piće,1.5,2018-08-04 12:11:38
Gurmanski hamburger,Ručak,7.0,2018-03-27 17:06:17
Gurmanski hamburger,Ručak,7.0,2018-03-09 14:48:01
Kupus salata 100g,Salata,1.0,2018-08-29 16:46:40
Roštiljska kobasica,Roštilj,3.0,2018-09-04 07:02:07
Fruit smoothie 3,Smoothie,3.0,2018-05-15 23:12:33
Gurmanski hamburger,Ručak,7.0,2018-02-07 00:10:37
Čaj,Piće,1.5,2018-05-07 19:37:03
Kupus salata 100g,Salata,1.0,2018-01-11 23:34:28
Ćevapi srednja porcija,Roštilj,5.0,2018-04-04 23:59:23
Oslić 300g,Posno,8.0,2018-04-15 20:13:50
Luk,Salata,1.0,2018-02-21 17:00:45
Indeks sendvič,Sendvič,2.0,2018-09-09 12:28:49
Čizburger,Ručak,4.5,2018-01-02 01:38:04
Riblja čorba,Posno,6.0,2018-08-27 23:08:50
Pastrmka 200g,Posno,7.0,2018-01-30 08:29:28
Kapućino,Kafa,2.0,2018-04-10 16:52:58
Bijelo Vino,Piće,15.0,2018-01-25 22:07:53
Omlet,Doručak,3.5,2018-09-23 01:19:15
Cedevita,Piće,3.0,2018-02-26 16:12:47
Crno Vino,Piće,18.0,2018-06-08 00:21:44
Doručak specijal,Doručak,6.0,2018-02-03 10:23:08
Dupli čizburger,Ručak,6.0,2018-01-26 04:00:39
Čaj,Piće,1.5,2018-11-06 16:21:13
Omlet sa sirom,Doručak,4.0,2018-12-04 09:24:06
Omlet sa slaninom,Doručak,5.0,2018-05-08 07:03:30
Omlet sa sirom,Doručak,4.0,2018-09-22 15:04:37
Dupli čizburger,Ručak,6.0,2018-06-26 07:25:57
Domaća čorba,Ručak,5.0,2018-10-02 05:32:02
Jabuka,Piće,2.0,2018-03-20 01:22:12
Čizburger,Ručak,4.5,2018-04-28 05:19:16
Jaja i kobasica,Doručak,5.0,2018-11-24 14:40:19
Kola,Piće,2.0,2018-03-22 16:05:54
Ruska salata 200g,Salata,4.0,2018-11-16 03:25:22
Bijelo Vino,Piće,15.0,2018-03-20 01:51:27
Ruska salata 200g,Salata,4.0,2018-04-23 14:35:31
Pileće krpice,Roštilj,6.0,2018-09-12 03:47:53
Doručak specijal,Doručak,6.0,2018-09-15 17:42:43
Ruska salata 100g,Salata,2.0,2018-08-12 22:11:24
Omlet,Doručak,3.5,2018-07-12 21:11:05
Kapućino,Kafa,2.0,2018-03-20 12:18:08
Fruit smoothie 1,Smoothie,3.0,2018-12-03 11:42:19
Jabuka,Piće,2.0,2018-11-05 04:02:56
Pileći file,Roštilj,5.0,2018-03-03 05:24:59
Hamburger,Ručak,4.0,2018-02-23 18:51:12
Kola,Piće,2.0,2018-06-06 20:49:22
Kafa,Kafa,2.0,2018-06-22 07:37:01
Fruit smoothie 2,Smoothie,3.0,2018-08-18 03:33:24
Gurmanski hamburger,Ručak,7.0,2018-05-04 12:39:43
Omlet sa sirom,Doručak,4.0,2018-05-25 18:29:50
Riblja čorba,Posno,6.0,2018-06-08 08:30:51
Oslić 300g,Posno,8.0,2018-10-18 21:14:12
Cedevita,Piće,3.0,2018-02-01 05:07:06
Pileće krpice,Roštilj,6.0,2018-12-04 00:15:49
Dupli čizburger,Ručak,6.0,2018-09-02 07:18:36
Ruska salata 200g,Salata,4.0,2018-09-05 05:20:53
Voćni sendvič,Sendvič,3.0,2018-08-05 17:40:32
Pileće krpice,Roštilj,6.0,2018-02-07 07:49:36
Omlet sa povrćem,Doručak,4.0,2018-02-27 07:17:12
Pileći file,Roštilj,5.0,2018-08-23 11:21:34
Luk,Salata,1.0,2018-09-29 14:59:32
Lignje 300g,Posno,8.0,2018-06-26 10:05:25
